Meter,Day,Hr,Usage
7312,291,23,0.209
7312,292,23,0.681
7312,293,23,0.3319999999999999
7312,294,23,0.203
7312,295,23,0.4299999999999999
7312,296,23,0.5609999999999999
7312,297,23,0.379
7312,298,23,0.574
7312,299,23,0.2
7312,300,23,0.38
7312,301,23,0.8049999999999999
7312,302,23,0.256
7312,303,23,0.452
7312,304,23,0.272
7312,305,23,0.203
7312,306,23,0.202
7312,307,23,0.202
7312,308,23,0.593
7312,309,23,0.24
7312,310,23,0.399
7312,311,23,0.358
7312,312,23,0.579
7312,313,23,0.248
7312,314,23,0.221
7312,315,23,0.207
7312,316,23,0.317
7312,317,23,0.241
7312,318,23,0.502
7312,319,23,0.729
7312,320,23,0.871
7312,321,23,0.512
7312,322,23,0.521
7312,323,23,0.437
7312,324,23,0.1699999999999999
7312,325,23,0.667
7312,326,23,0.148
7312,327,23,0.7110000000000001
7312,328,23,0.224
7312,329,23,0.921
7312,330,23,0.4499999999999999
7312,331,23,0.4669999999999999
7312,332,23,0.456
7312,333,23,0.205
7312,334,23,0.482
7312,335,23,0.501
7312,336,23,0.728
7312,337,23,0.553
7312,338,23,0.532
7312,339,23,0.443
7312,340,23,0.41
7312,341,23,0.325
7312,342,23,0.212
7312,343,23,0.846
7312,344,23,0.477
7312,345,23,0.586
7312,346,23,0.7230000000000001
7312,347,23,0.129
7312,348,23,0.6609999999999999
7312,349,23,0.806
7312,350,23,0.222
7312,351,23,0.716
7312,352,23,0.661
7312,353,23,0.238
7312,354,23,0.403
7312,355,23,0.579
7312,356,23,0.381
7312,357,23,0.629
7312,358,23,0.515
7312,359,23,1.582
7312,360,23,0.679
7312,361,23,0.4059999999999999
7312,362,23,0.418
7312,363,23,0.602
7312,364,23,0.281
7312,365,23,1.048
7312,366,23,1.163
7312,367,23,0.297
7312,368,23,0.718
7312,369,23,0.2259999999999999
7312,370,23,0.235
7312,371,23,0.505
7312,372,23,0.175
7312,373,23,0.16
7312,374,23,0.245
7312,375,23,0.1709999999999999
7312,376,23,0.395
7312,377,23,0.381
7312,378,23,0.249
7312,379,23,0.725
7312,380,23,0.621
7312,381,23,0.5680000000000001
7312,382,23,0.518
7312,383,23,0.192
7312,384,23,0.41
7312,385,23,0.8819999999999999
7312,386,23,0.633
7312,387,23,1.292
7312,388,23,0.781
7312,389,23,0.895
7312,390,23,0.595
7312,391,23,0.959
7312,392,23,0.628
7312,393,23,0.576
7312,394,23,0.6849999999999999
7312,395,23,0.8069999999999999
7312,396,23,0.198
7312,397,23,0.675
7312,398,23,0.5940000000000001
7312,399,23,0.6489999999999999
7312,400,23,0.6639999999999999
7312,401,23,0.636
7312,402,23,0.552
7312,403,23,0.142
7312,404,23,0.6499999999999999
7312,405,23,1.005
7312,406,23,0.493
7312,407,23,0.267
7312,408,23,0.618
7312,409,23,1.179
7312,410,23,0.623
7312,411,23,0.155
7312,412,23,0.8029999999999999
7312,413,23,0.239
7312,414,23,0.302
7312,415,23,1.001
7312,416,23,1.237
7312,417,23,0.482
7312,418,23,0.425
7312,419,23,1.493
7312,420,23,0.776
7312,421,23,0.4489999999999999
7312,422,23,0.91
7312,423,23,0.6890000000000001
7312,424,23,0.885
7312,425,23,1.111
7312,426,23,0.4539999999999999
7312,427,23,0.604
7312,428,23,0.812
7312,429,23,0.273
7312,430,23,0.981
7312,431,23,0.239
7312,432,23,0.472
7312,433,23,0.605
7312,434,23,0.774
7312,435,23,0.639
7312,436,23,0.8069999999999999
7312,437,23,0.44
7312,438,23,0.275
7312,439,23,0.502
7312,440,23,0.722
7312,441,23,0.357
7312,442,23,0.412
7312,443,23,0.874
7312,444,23,0.914
7312,445,23,1.011
7312,446,23,0.405
7312,447,23,0.241
7312,448,23,0.606
7312,449,23,0.598
7312,450,23,0.915
7312,451,23,0.172
7312,452,23,0.086
7312,453,23,0.97
7312,454,23,0.536
7312,455,23,0.98
7312,456,23,0.512
7312,457,23,1.031
7312,458,23,0.755
7312,459,23,1.405
7312,460,23,0.7809999999999999
7312,461,23,0.42
7312,462,23,0.5559999999999999
7312,463,23,0.617
7312,464,23,0.365
7312,465,23,0.4639999999999999
7312,466,23,0.162
7312,467,23,0.14
7312,468,23,0.244
7312,469,23,0.261
7312,470,23,0.281
7312,471,23,0.6859999999999999
7312,472,23,0.703
7312,473,23,0.337
7312,474,23,0.6809999999999999
7312,475,23,0.552
7312,476,23,0.498
7312,477,23,0.641
7312,478,23,1.08
7312,479,23,0.815
7312,480,23,0.542
7312,481,23,0.634
7312,482,23,0.485
7312,483,23,0.183
7312,484,23,0.361
7312,485,23,0.1679999999999999
7312,486,23,0.959
7312,487,23,0.362
7312,488,23,0.744
7312,489,23,0.142
7312,490,23,0.128
7312,491,23,0.326
7312,492,23,1.407
7312,493,23,0.638
7312,494,23,0.7250000000000001
7312,495,23,0.521
7312,496,23,0.803
7312,497,23,0.704
7312,498,23,0.712
7312,499,23,0.658
7312,500,23,0.974
7312,501,23,0.66
7312,502,23,0.477
7312,503,23,0.971
7312,504,23,0.448
7312,505,23,0.717
7312,506,23,0.548
7312,507,23,0.6739999999999999
7312,508,23,0.896
7312,509,23,0.465
7312,510,23,0.6679999999999999
7312,511,23,0.574
7312,512,23,0.299
7312,513,23,0.587
7312,514,23,1.439
7312,515,23,0.778
7312,516,23,0.6940000000000001
7312,517,23,0.543
7312,518,23,0.935
7312,519,23,0.152
7312,520,23,0.2249999999999999
7312,521,23,0.239
7312,522,23,0.352
7312,523,23,0.714
7312,524,23,0.7410000000000001
7312,525,23,0.274
7312,526,23,0.28
7312,527,23,0.53
7312,528,23,0.288
7312,529,23,0.75
7312,530,23,0.155
7312,531,23,0.633
7312,532,23,0.536
7312,533,23,0.515
7312,534,23,0.605
7312,535,23,0.1669999999999999
7312,536,23,0.219
7312,537,23,0.22
7312,538,23,0.574
7312,539,23,0.184
7312,540,23,0.589
7312,541,23,0.2269999999999999
7312,542,23,0.223
7312,543,23,0.178
7312,544,23,0.457
7312,545,23,0.4019999999999999
7312,546,23,0.476
7312,547,23,0.47
7312,548,23,0.19
7312,549,23,0.4619999999999999
7312,550,23,0.357
7312,551,23,0.181
7312,552,23,0.211
7312,553,23,0.251
7312,554,23,0.682
7312,555,23,0.474
7312,556,23,0.266
7312,557,23,0.471
7312,558,23,0.207
7312,559,23,0.178
7312,560,23,0.352
7312,561,23,0.163
7312,562,23,0.499
7312,563,23,0.597
7312,564,23,0.4649999999999999
7312,565,23,0.222
7312,566,23,0.206
7312,567,23,0.5549999999999999
7312,568,23,0.469
7312,569,23,0.581
7312,570,23,0.2789999999999999
7312,571,23,0.284
7312,572,23,0.242
7312,573,23,0.416
7312,574,23,0.505
7312,575,23,0.443
7312,576,23,0.257
7312,577,23,0.266
7312,578,23,0.401
7312,579,23,0.322
7312,580,23,0.41
7312,581,23,0.197
7312,582,23,0.423
7312,583,23,0.195
7312,584,23,0.4549999999999999
7312,585,23,0.314
7312,586,23,0.155
7312,587,23,0.205
7312,588,23,1.009
7312,589,23,0.427
7312,590,23,0.4609999999999999
7312,591,23,0.427
7312,592,23,0.5369999999999999
7312,593,23,0.215
7312,594,23,0.379
7312,595,23,0.205
7312,596,23,0.19
7312,597,23,0.317
7312,598,23,0.286
7312,599,23,0.22
7312,600,23,0.53
7312,601,23,0.21
7312,602,23,0.8
7312,603,23,0.181
7312,604,23,0.511
7312,605,23,0.511
7312,606,23,0.318
7312,607,23,0.19
7312,608,23,0.48
7312,609,23,0.249
7312,610,23,0.213
7312,611,23,0.355
7312,612,23,0.636
7312,613,23,0.432
7312,614,23,0.17
7312,615,23,0.3
7312,616,23,0.219
7312,617,23,0.184
7312,618,23,0.48
7312,619,23,0.585
7312,620,23,0.218
7312,621,23,0.18
7312,622,23,0.4529999999999999
7312,623,23,0.584
7312,624,23,0.221
7312,625,23,0.2319999999999999
7312,626,23,0.427
7312,627,23,0.43
7312,628,23,0.368
7312,629,23,0.432
7312,630,23,0.307
7312,631,23,0.633
7312,632,23,0.373
7312,633,23,0.517
7312,634,23,0.217
7312,635,23,0.21
7312,636,23,0.355
7312,637,23,0.197
7312,638,23,0.2309999999999999
7312,639,23,0.421
7312,640,23,0.348
7312,641,23,0.276
7312,642,23,0.433
7312,643,23,0.385
7312,644,23,0.417
7312,645,23,0.463
7312,646,23,0.247
7312,647,23,0.431
7312,648,23,0.365
7312,649,23,0.135
7312,650,23,0.396
7312,651,23,0.403
7312,652,23,0.6759999999999999
7312,653,23,0.633
7312,654,23,0.214
7312,655,23,0.231
7312,656,23,0.796
7312,657,23,0.235
7312,658,23,0.329
7312,659,23,0.3319999999999999
7312,660,23,0.498
7312,661,23,0.189
7312,662,23,0.484
7312,663,23,0.221
7312,664,23,0.172
7312,665,23,0.188
7312,666,23,0.23
7312,667,23,0.385
7312,668,23,0.5940000000000001
7312,669,23,0.5389999999999999
7312,670,23,0.194
7312,671,23,0.198
7312,672,23,0.367
7312,673,23,0.515
7312,674,23,0.446
7312,675,23,0.355
7312,676,23,0.374
7312,677,23,0.296
7312,678,23,0.206
7312,679,23,0.256
7312,680,23,0.843
7312,681,23,0.312
7312,682,23,1.534
7312,683,23,0.5589999999999999
7312,684,23,0.661
7312,685,23,0.1679999999999999
7312,686,23,0.298
7312,687,23,0.38
7312,688,23,0.292
7312,689,23,0.188
7312,690,23,0.141
7312,691,23,0.2269999999999999
7312,692,23,0.249
7312,693,23,0.256
7312,694,23,0.431
7312,695,23,0.643
7312,696,23,0.698
7312,697,23,0.75
7312,698,23,0.157
7312,699,23,0.404
7312,700,23,0.197
7312,701,23,0.296
7312,702,23,0.445
7312,703,23,0.469
7312,704,23,0.277
7312,705,23,0.71
7312,706,23,0.519
7312,707,23,0.392
7312,708,23,0.688
7312,709,23,0.605
7312,710,23,0.736
7312,711,23,0.869
7312,712,23,0.416
7312,713,23,0.379
7312,714,23,0.428
7312,715,23,0.653
7312,716,23,0.448
7312,717,23,0.7050000000000001
7312,718,23,0.405
7312,719,23,0.56
7312,720,23,0.496
7312,721,23,0.368
7312,722,23,0.1589999999999999
7312,723,23,0.423
7312,724,23,1.049
7312,725,23,0.8440000000000001
7312,726,23,0.665
7312,727,23,0.444
7312,728,23,0.518
7312,729,23,0.378
7312,730,23,0.613
7313,195,23,0.552
7313,196,23,0.6719999999999999
7313,197,23,0.3349999999999999
7313,198,23,0.267
7313,199,23,0.591
7313,200,23,0.694
7313,201,23,0.7330000000000001
7313,202,23,0.3939999999999999
7313,203,23,0.102
7313,204,23,0.145
7313,205,23,0.133
7313,206,23,0.634
7313,207,23,0.607
7313,208,23,0.916
7313,209,23,0.617
7313,210,23,0.128
7313,211,23,0.153
7313,212,23,0.662
7313,213,23,0.904
7313,214,23,0.917
7313,215,23,0.504
7313,216,23,0.4599999999999999
7313,217,23,0.606
7313,218,23,0.412
7313,219,23,0.7110000000000001
7313,220,23,0.243
7313,221,23,0.534
7313,222,23,0.5589999999999999
7313,223,23,0.092
7313,224,23,0.486
7313,225,23,0.55
7313,226,23,0.394
7313,227,23,0.36
7313,228,23,0.54
7313,229,23,0.484
7313,230,23,0.104
7313,231,23,0.186
7313,232,23,0.119
7313,233,23,0.304
7313,234,23,0.63
7313,235,23,0.479
7313,236,23,0.433
7313,237,23,2.056
7313,238,23,0.3979999999999999
7313,239,23,0.424
7313,240,23,0.2259999999999999
7313,241,23,0.501
7313,242,23,0.7270000000000001
7313,243,23,0.366
7313,244,23,0.094
7313,245,23,0.107
7313,246,23,0.085
7313,247,23,0.514
7313,248,23,0.557
7313,249,23,0.728
7313,250,23,0.671
7313,251,23,0.114
7313,252,23,0.173
7313,253,23,0.563
7313,254,23,0.323
7313,255,23,0.18
7313,256,23,0.524
7313,257,23,0.364
7313,258,23,0.237
7313,259,23,0.18
7313,260,23,0.129
7313,261,23,0.534
7313,262,23,0.621
7313,263,23,0.507
7313,264,23,0.616
7313,265,23,0.322
7313,266,23,0.659
7313,267,23,0.498
7313,268,23,0.081
7313,269,23,0.547
7313,270,23,0.4379999999999999
7313,271,23,0.077
7313,272,23,0.184
7313,273,23,0.104
7313,274,23,0.168
7313,275,23,0.52
7313,276,23,0.442
7313,277,23,0.47
7313,278,23,0.407
7313,279,23,0.293
7313,280,23,0.526
7313,281,23,0.109
7313,282,23,0.329
7313,283,23,0.095
7313,284,23,0.091
7313,285,23,0.652
7313,286,23,0.094
7313,287,23,0.098
7313,288,23,0.246
7313,289,23,0.283
7313,290,23,0.416
7313,291,23,0.452
7313,292,23,0.773
7313,293,23,0.155
7313,294,23,0.178
7313,295,23,0.293
7313,296,23,0.125
7313,297,23,0.318
7313,298,23,0.679
7313,299,23,0.7989999999999999
7313,300,23,0.148
7313,301,23,0.114
7313,302,23,0.108
7313,303,23,0.192
7313,304,23,0.63
7313,305,23,0.704
7313,306,23,0.334
7313,307,23,0.112
7313,308,23,0.2019999999999999
7313,309,23,1.814
7313,310,23,1.156
7313,311,23,0.533
7313,312,23,0.617
7313,313,23,1.004
7313,314,23,0.349
7313,315,23,0.165
7313,316,23,0.134
7313,317,23,0.1119999999999999
7313,318,23,0.861
7313,319,23,0.611
7313,320,23,0.406
7313,321,23,0.152
7313,322,23,0.286
7313,323,23,0.099
7313,324,23,0.094
7313,325,23,0.4589999999999999
7313,326,23,0.496
7313,327,23,0.517
7313,328,23,0.293
7313,329,23,0.087
7313,330,23,0.099
7313,331,23,0.118
7313,332,23,0.792
7313,333,23,0.664
7313,334,23,0.297
7313,335,23,0.092
7313,336,23,0.2319999999999999
7313,337,23,0.272
7313,338,23,0.54
7313,339,23,0.428
7313,340,23,0.371
7313,341,23,0.495
7313,342,23,0.248
7313,343,23,0.238
7313,344,23,0.2329999999999999
7313,345,23,0.098
7313,346,23,0.385
7313,347,23,0.679
7313,348,23,0.639
7313,349,23,1.064
7313,350,23,0.09
7313,351,23,0.161
7313,352,23,0.098
7313,353,23,0.612
7313,354,23,0.759
7313,355,23,0.97
7313,356,23,0.563
7313,357,23,0.102
7313,358,23,1.211
7313,359,23,1.377
7313,360,23,1.264
7313,361,23,0.3229999999999999
7313,362,23,0.6890000000000001
7313,363,23,0.09
7313,364,23,0.467
7313,365,23,0.696
7313,366,23,0.569
7313,367,23,0.6000000000000001
7313,368,23,0.45
7313,369,23,0.997
7313,370,23,0.105
7313,371,23,0.641
7313,372,23,0.217
7313,373,23,0.18
7313,374,23,0.479
7313,375,23,0.422
7313,376,23,0.6890000000000001
7313,377,23,0.094
7313,378,23,0.5
7313,379,23,0.2309999999999999
7313,380,23,0.25
7313,381,23,0.361
7313,382,23,0.211
7313,383,23,0.689
7313,384,23,0.09
7313,385,23,0.352
7313,386,23,0.069
7313,387,23,0.125
7313,388,23,0.696
7313,389,23,0.393
7313,390,23,2.865
7313,391,23,0.09
7313,392,23,0.129
7313,393,23,0.063
7313,394,23,0.059
7313,395,23,0.486
7313,396,23,0.217
7313,397,23,0.648
7313,398,23,0.075
7313,399,23,0.106
7313,400,23,0.144
7313,401,23,0.243
7313,402,23,0.48
7313,403,23,0.5369999999999999
7313,404,23,0.6519999999999999
7313,405,23,0.649
7313,406,23,0.245
7313,407,23,0.1
7313,408,23,0.1
7313,409,23,0.206
7313,410,23,0.864
7313,411,23,0.447
7313,412,23,0.096
7313,413,23,0.086
7313,414,23,0.099
7313,415,23,0.126
7313,416,23,0.403
7313,417,23,0.629
7313,418,23,0.311
7313,419,23,0.097
7313,420,23,0.182
7313,421,23,0.087
7313,422,23,0.213
7313,423,23,0.436
7313,424,23,0.7270000000000001
7313,425,23,0.272
7313,426,23,0.206
7313,427,23,0.098
7313,428,23,0.144
7313,429,23,0.1139999999999999
7313,430,23,0.565
7313,431,23,0.52
7313,432,23,0.527
7313,433,23,0.101
7313,434,23,0.101
7313,435,23,1.863
7313,436,23,0.402
7313,437,23,0.502
7313,438,23,0.078
7313,439,23,0.525
7313,440,23,0.099
7313,441,23,0.358
7313,442,23,0.556
7313,443,23,0.101
7313,444,23,0.2189999999999999
7313,445,23,0.454
7313,446,23,0.7150000000000001
7313,447,23,0.166
7313,448,23,0.0789999999999999
7313,449,23,0.097
7313,450,23,0.318
7313,451,23,0.482
7313,452,23,0.328
7313,453,23,0.6990000000000001
7313,454,23,0.452
7313,455,23,0.654
7313,456,23,0.624
7313,457,23,0.956
7313,458,23,0.777
7313,459,23,0.502
7313,460,23,0.516
7313,461,23,0.585
7313,462,23,0.104
7313,463,23,0.639
7313,464,23,0.176
7313,465,23,0.555
7313,466,23,0.3349999999999999
7313,467,23,1.441
7313,468,23,0.095
7313,469,23,0.28
7313,470,23,0.243
7313,471,23,0.13
7313,472,23,0.609
7313,473,23,0.738
7313,474,23,0.283
7313,475,23,0.393
7313,476,23,0.3299999999999999
7313,477,23,0.0829999999999999
7313,478,23,0.088
7313,479,23,0.5429999999999999
7313,480,23,0.6579999999999999
7313,481,23,0.193
7313,482,23,0.102
7313,483,23,0.105
7313,484,23,0.129
7313,485,23,0.101
7313,486,23,0.366
7313,487,23,0.5369999999999999
7313,488,23,0.747
7313,489,23,0.51
7313,490,23,0.08
7313,491,23,0.115
7313,492,23,0.109
7313,493,23,0.534
7313,494,23,0.593
7313,495,23,0.562
7313,496,23,0.147
7313,497,23,0.1629999999999999
7313,498,23,0.234
7313,499,23,0.097
7313,500,23,0.559
7313,501,23,0.912
7313,502,23,0.747
7313,503,23,0.268
7313,504,23,1.871
7313,505,23,0.107
7313,506,23,0.44
7313,507,23,0.669
7313,508,23,0.5940000000000001
7313,509,23,0.395
7313,510,23,0.0829999999999999
7313,511,23,0.266
7313,512,23,0.218
7313,513,23,0.336
7313,514,23,0.093
7313,515,23,0.5609999999999999
7313,516,23,0.503
7313,517,23,0.102
7313,518,23,0.155
7313,519,23,0.1139999999999999
7313,520,23,0.606
7313,521,23,0.418
7313,522,23,1.033
7313,523,23,0.393
7313,524,23,0.151
7313,525,23,0.465
7313,526,23,0.41
7313,527,23,0.4329999999999999
7313,528,23,0.418
7313,529,23,0.579
7313,530,23,0.7
7313,531,23,0.108
7313,532,23,0.269
7313,533,23,0.142
7313,534,23,0.197
7313,535,23,0.3919999999999999
7313,536,23,0.332
7313,537,23,0.6950000000000001
7313,538,23,0.109
7313,539,23,0.225
7313,540,23,0.096
7313,541,23,0.519
7313,542,23,0.4449999999999999
7313,543,23,0.128
7313,544,23,0.442
7313,545,23,0.174
7313,546,23,0.364
7313,547,23,0.257
7313,548,23,0.5429999999999999
7313,549,23,0.539
7313,550,23,0.119
7313,551,23,0.5509999999999999
7313,552,23,0.154
7313,553,23,0.1
7313,554,23,0.369
7313,555,23,0.264
7313,556,23,2.327
7313,557,23,0.41
7313,558,23,0.659
7313,559,23,0.284
7313,560,23,0.607
7313,561,23,0.4
7313,562,23,0.245
7313,563,23,0.395
7313,564,23,0.6080000000000001
7313,565,23,0.115
7313,566,23,0.958
7313,567,23,0.122
7313,568,23,0.126
7313,569,23,0.478
7313,570,23,0.427
7313,571,23,0.698
7313,572,23,0.533
7313,573,23,0.3319999999999999
7313,574,23,0.376
7313,575,23,0.253
7313,576,23,0.772
7313,577,23,0.481
7313,578,23,0.72
7313,579,23,0.459
7313,580,23,0.086
7313,581,23,0.127
7313,582,23,0.135
7313,583,23,0.101
7313,584,23,0.485
7313,585,23,0.6140000000000001
7313,586,23,0.5509999999999999
7313,587,23,0.542
7313,588,23,0.15
7313,589,23,1.984
7313,590,23,0.651
7313,591,23,0.16
7313,592,23,0.491
7313,593,23,0.528
7313,594,23,0.165
7313,595,23,0.775
7313,596,23,0.647
7313,597,23,0.709
7313,598,23,1.363
7313,599,23,0.354
7313,600,23,0.774
7313,601,23,0.093
7313,602,23,0.098
7313,603,23,1.178
7313,604,23,0.175
7313,605,23,0.617
7313,606,23,0.264
7313,607,23,0.535
7313,608,23,0.109
7313,609,23,0.088
7313,610,23,0.897
7313,611,23,0.193
7313,612,23,0.356
7313,613,23,2.141
7313,614,23,0.333
7313,615,23,0.097
7313,616,23,0.179
7313,617,23,0.1159999999999999
7313,618,23,0.088
7313,619,23,0.563
7313,620,23,0.488
7313,621,23,0.55
7313,622,23,0.149
7313,623,23,0.111
7313,624,23,0.513
7313,625,23,0.142
7313,626,23,0.1
7313,627,23,0.5640000000000001
7313,628,23,0.104
7313,629,23,0.3409999999999999
7313,630,23,0.226
7313,631,23,0.0839999999999999
7313,632,23,0.192
7313,633,23,0.175
7313,634,23,0.071
7313,635,23,0.163
7313,636,23,6.0
7313,637,23,0.179
7313,638,23,0.366
7313,639,23,0.332
7313,640,23,0.746
7313,641,23,0.372
7313,642,23,0.479
7313,643,23,0.097
7313,644,23,0.423
7313,645,23,0.078
7313,646,23,0.082
7313,647,23,0.1969999999999999
7313,648,23,0.499
7313,649,23,0.24
7313,650,23,0.106
7313,651,23,0.211
7313,652,23,0.1119999999999999
7313,653,23,0.112
7313,654,23,0.483
7313,655,23,0.526
7313,656,23,0.467
7313,657,23,0.1129999999999999
7313,658,23,0.326
7313,659,23,0.397
7313,660,23,0.235
7313,661,23,0.495
7313,662,23,0.077
7313,663,23,0.079
7313,664,23,0.093
7313,665,23,0.263
7313,666,23,0.1929999999999999
7313,667,23,0.493
7313,668,23,0.393
7313,669,23,0.612
7313,670,23,0.737
7313,671,23,0.099
7313,672,23,0.08
7313,673,23,0.088
7313,674,23,1.878
7313,675,23,0.578
7313,676,23,0.52
7313,677,23,0.113
7313,678,23,0.1109999999999999
7313,679,23,0.101
7313,680,23,0.155
7313,681,23,0.144
7313,682,23,0.442
7313,683,23,0.512
7313,684,23,0.184
7313,685,23,0.104
7313,686,23,0.168
7313,687,23,0.108
7313,688,23,0.113
7313,689,23,0.431
7313,690,23,0.119
7313,691,23,0.376
7313,692,23,0.087
7313,693,23,0.089
7313,694,23,0.1119999999999999
7313,695,23,0.157
7313,696,23,0.5660000000000001
7313,697,23,0.7350000000000001
7313,698,23,0.443
7313,699,23,0.136
7313,700,23,0.078
7313,701,23,0.492
7313,702,23,0.6890000000000001
7313,703,23,0.63
7313,704,23,0.698
7313,705,23,0.134
7313,706,23,0.211
7313,707,23,0.525
7313,708,23,0.295
7313,709,23,0.849
7313,710,23,0.367
7313,711,23,0.7270000000000001
7313,712,23,0.63
7313,713,23,0.394
7313,714,23,0.282
7313,715,23,0.133
7313,716,23,0.089
7313,717,23,0.137
7313,718,23,0.5489999999999999
7313,719,23,0.267
7313,720,23,0.128
7313,721,23,0.808
7313,722,23,0.4029999999999999
7313,723,23,0.744
7313,724,23,1.028
7313,725,23,0.932
7313,726,23,0.761
7313,727,23,0.612
7313,728,23,0.325
7313,729,23,0.147
7313,730,23,0.41
7314,195,23,0.636
7314,196,23,0.4559999999999999
7314,197,23,0.5690000000000001
7314,198,23,0.841
7314,199,23,0.589
7314,200,23,0.422
7314,201,23,0.776
7314,202,23,0.532
7314,203,23,0.708
7314,204,23,0.588
7314,205,23,0.402
7314,206,23,0.833
7314,207,23,0.56
7314,208,23,0.7050000000000001
7314,209,23,0.643
7314,210,23,0.642
7314,211,23,0.5860000000000001
7314,212,23,0.8009999999999999
7314,213,23,0.802
7314,214,23,0.548
7314,215,23,0.4669999999999999
7314,216,23,0.603
7314,217,23,0.743
7314,218,23,1.577
7314,219,23,1.041
7314,220,23,0.846
7314,221,23,0.778
7314,222,23,0.366
7314,223,23,0.6699999999999999
7314,224,23,0.976
7314,225,23,0.4569999999999999
7314,226,23,0.916
7314,227,23,0.962
7314,228,23,0.7070000000000001
7314,229,23,0.608
7314,230,23,0.823
7314,231,23,0.611
7314,232,23,0.958
7314,233,23,0.459
7314,234,23,0.605
7314,235,23,0.5700000000000001
7314,236,23,0.64
7314,237,23,0.87
7314,238,23,0.477
7314,239,23,0.3349999999999999
7314,240,23,0.267
7314,241,23,0.301
7314,242,23,0.252
7314,243,23,0.254
7314,244,23,0.296
7314,245,23,0.2799999999999999
7314,246,23,6.952999999999999
7314,247,23,0.7829999999999999
7314,248,23,0.91
7314,249,23,0.386
7314,250,23,0.813
7314,251,23,0.8049999999999999
7314,252,23,0.738
7314,253,23,0.48
7314,254,23,0.565
7314,255,23,0.603
7314,256,23,0.663
7314,257,23,0.6439999999999999
7314,258,23,1.13
7314,259,23,0.376
7314,260,23,0.472
7314,261,23,0.942
7314,262,23,0.719
7314,263,23,0.594
7314,264,23,0.5760000000000001
7314,265,23,0.392
7314,266,23,0.4539999999999999
7314,267,23,0.729
7314,268,23,0.57
7314,269,23,0.371
7314,270,23,0.742
7314,271,23,0.671
7314,272,23,0.6960000000000001
7314,273,23,0.902
7314,274,23,0.6539999999999999
7314,275,23,0.345
7314,276,23,0.782
7314,277,23,0.6120000000000001
7314,278,23,0.385
7314,279,23,0.504
7314,280,23,0.5539999999999999
7314,281,23,0.609
7314,282,23,0.401
7314,283,23,0.8140000000000001
7314,284,23,0.796
7314,285,23,0.912
7314,286,23,0.687
7314,287,23,0.38
7314,288,23,0.485
7314,289,23,0.8300000000000001
7314,290,23,0.575
7314,291,23,0.915
7314,292,23,0.7030000000000001
7314,293,23,0.949
7314,294,23,0.8400000000000001
7314,295,23,0.658
7314,296,23,0.752
7314,297,23,0.3389999999999999
7314,298,23,0.68
7314,299,23,0.844
7314,300,23,0.613
7314,301,23,0.599
7314,302,23,0.7969999999999999
7314,303,23,0.8180000000000001
7314,304,23,0.877
7314,305,23,0.599
7314,306,23,0.765
7314,307,23,0.716
7314,308,23,0.5630000000000001
7314,309,23,0.6910000000000001
7314,310,23,0.556
7314,311,23,0.587
7314,312,23,0.853
7314,313,23,0.77
7314,314,23,0.835
